2, 3, 1.5
3, 0, 1.0
3, 1, 2.0
3, 2, 1.25
3, 3, 1.5
4, 0, 1.0
4, 1, 2.0
4, 2, 1.25
4, 3, 1.5
5, 0, 1.0
5, 1, 2.0
5, 2, 1.25
5, 3, 1.5
6, 0, 1.0
6, 1, 2.0
6, 2, 1.25
6, 3, 1.5
7, 0, 1.0
7, 1, 2.0
7, 2, 1.25
7, 3, 1.5
8, 0, 1.0
8, 1, 2.0
8, 2, 1.25
8, 3, 1.5
9, 0, 1.0
9, 1, 2.0
9, 2, 1.25
9, 3, 1.5
10, 0, 1.0
10, 1, 2.0
10, 2, 1.25
10, 3, 1.5
11, 0, 1.0
11, 1, 2.0
11, 2, 1.25
11, 3, 1.5
12, 0, 1.0
12, 1, 2.0
12, 2, 1.25
12, 3, 1.5
13, 0, 1.0
13, 1, 2.0
13, 2, 1.25
13, 3, 1.5
14, 0, 1.0
14, 1, 2.0
14, 2, 1.25
14, 3, 1.5
15, 0, 1.0
15, 1, 2.0
15, 2, 1.25
15, 3, 1.5
16, 0, 1.0
16, 1, 2.0
16, 2, 1.25
16, 3, 1.5
17, 0, 1.0
17, 1, 2.0
17, 2, 1.25
17, 3, 1.5
18, 0, 1.0
18, 1, 2.0
18, 2, 1.25
18, 3, 1.5
19, 0, 1.0
19, 1, 2.0
19, 2, 1.25
19, 3, 1.5
20, 0, 1.0
20, 1, 2.0
20, 2, 1.25
20, 3, 1.5
21, 0, 1.0
21, 1, 2.0
21, 2, 1.25
21, 3, 1.5
22, 0, 1.0
22, 1, 2.0
22, 2, 1.25
22, 3, 1.5
23, 0, 1.0
23, 1, 2.0
23, 2, 1.25
23, 3, 1.5
24, 0, 1.0
24, 1, 2.0
24, 2, 1.25
24, 3, 1.5
25, 0, 1.0
25, 1, 2.0
25, 2, 1.25
25, 3, 1.5
26, 0, 1.0
26, 1, 2.0
26, 2, 1.25
26, 3, 1.5
27, 0, 1.0
27, 1, 2.0
27, 2, 1.25
27, 3, 1.5
28, 0, 1.0
28, 1, 2.0
28, 2, 1.25
28, 3, 1.5
29, 0, 1.0
29, 1, 2.0
29, 2, 1.25
29, 3, 1.5
30, 0, 1.0
30, 1, 2.0
30, 2, 1.25
30, 3, 1.5
31, 0, 1.0
31, 1, 2.0
31, 2, 1.25
31, 3, 1.5
32, 0, 1.0
32, 1, 2.0
32, 2, 1.25
32, 3, 1.5
33, 0, 1.0
33, 1, 2.0
33, 2, 1.25
33, 3, 1.5
34, 0, 1.0
34, 1, 2.0
34, 2, 1.25
34, 3, 1.5
35, 0, 1.0
35, 1, 2.0
35, 2, 1.25
35, 3, 1.5
36, 0, 1.0
36, 1, 2.0
36, 2, 1.25
36, 3, 1.5
37, 0, 1.0
37, 1, 2.0
37, 2, 1.25
37, 3, 1.5
38, 0, 1.0
38, 1, 2.0
38, 2, 1.25
38, 3, 1.5
39, 0, 1.0
39, 1, 2.0
39, 2, 1.25
39, 3, 1.5
40, 0, 1.0
40, 1, 2.0
40, 2, 1.25
40, 3, 1.5
41, 0, 1.0
41, 1, 2.0
41, 2, 1.25
41, 3, 1.5

# alpha #
 
0.012500

# w_{r,h} #
 
0, 0, 0.5
0, 1, 1
0, 2, 1
0, 3, 0.5
0, 4, 1
0, 5, 0.5
0, 6, 0.5
0, 7, 0.5
0, 8, 0.5
0, 9, 0.5
0, 10, 0.5
0, 11, 0.5
0, 12, 0.5
0, 13, 0.5
0, 14, 0.5
0, 15, 1
0, 16, 0.5
0, 17, 0.5
0, 18, 0.5
0, 19, 0.5
0, 20, 1
0, 21, 0.5
0, 22, 0.5
0, 23, 1
0, 24, 1
0, 25, 1
0, 26, 0.5
0, 27, 0.5
0, 28, 2
0, 29, 0.5
0, 30, 0.5
0, 31, 0.5
0, 32, 0.5
0, 33, 0.5
0, 34, 0.5
0, 35, 0.5
0, 36, 0.5
0, 37, 0.5
0, 38, 1
0, 39, 0.5
0, 40, 0.5
0, 41, 2
0, 42, 2
0, 43, 0.5
1, 0, 0.5
1, 1, 0.5
1, 2, 1
1, 3, 0.5
1, 4, 1
1, 5, 0.5
1, 6, 0.5
1, 7, 0.5
1, 8, 0.5
1, 9, 0.5
1, 10, 0.5
1, 11, 0.5
1, 12, 0.5
1, 13, 0.5
1, 14, 0.5
1, 15, 1
1, 16, 0.5
1, 17, 0.5
1, 18, 1
1, 19, 0.5
1, 20, 0.5
1, 21, 0.5
1, 22, 0.5
1, 23, 1
1, 24, 0.5
1, 25, 1
1, 26, 0.5
1, 27, 2
1, 28, 0.5
1, 29, 0.5
1, 30, 0.5
1, 31, 0.5
1, 32, 0.5
1, 33, 0.5
1, 34, 0.5
1, 35, 0.5
1, 36, 0.5
1, 37, 0.5
1, 38, 1
1, 39, 0.5
1, 40, 0.5
1, 41, 0.5
1, 42, 2
1, 43, 0.5
2, 0, 1
2, 1, 0.5
2, 2, 0.5
2, 3, 0.5
2, 4, 0.5
2, 5, 0.5
2, 6, 0.5
2, 7, 0.5
2, 8, 0.5
2, 9, 0.5
2, 10, 0.5
2, 11, 0.5
2, 12, 1
2, 13, 0.5
2, 14, 0.5
2, 15, 0.5
2, 16, 0.5
2, 17, 1
2, 18, 1
2, 19, 2
2, 20, 0.5
2, 21, 0.5
2, 22, 0.5
2, 23, 0.5
2, 24, 0.5
2, 25, 0.5
2, 26, 0.5
2, 27, 0.5
2, 28, 0.5
2, 29, 0.5
2, 30, 0.5
2, 31, 0.5
2, 32, 0.5
2, 33, 0.5
2, 34, 0.5
2, 35, 0.5
2, 36, 0.5
2, 37, 0.5
2, 38, 0.5
2, 39, 1
2, 40, 0.5
2, 41, 0.5
2, 42, 2
2, 43, 0.5
3, 0, 1
3, 1, 0.5
3, 2, 0.5
3, 3, 0.5
3, 4, 0.5
3, 5, 0.5
3, 6, 0.5
3, 7, 0.5
3, 8, 0.5
3, 9, 0.5
3, 10, 0.5
3, 11, 0.5
3, 12, 1
3, 13, 0.5
3, 14, 0.5
3, 15, 0.5
3, 16, 0.5
3, 17, 1
3, 18, 2
3, 19, 1
3, 20, 0.5
3, 21, 0.5
3, 22, 0.5
3, 23, 0.5
3, 24, 0.5
3, 25, 0.5
3, 26, 0.5
3, 27, 1
3, 28, 0.5
3, 29, 0.5
3, 30, 0.5
3, 31, 0.5
3, 32, 0.5
3, 33, 0.5
3, 34, 0.5
3, 35, 0.5
3, 36, 0.5
3, 37, 0.5
3, 38, 0.5
3, 39, 1
3, 40, 0.5
3, 41, 0.5
3, 42, 2
3, 43, 0.5
4, 0, 0.5
4, 1, 1
4, 2, 1
4, 3, 0.5
4, 4, 2
4, 5, 0.5
4, 6, 0.5
4, 7, 0.5
4, 8, 0.5
4, 9, 0.5
4, 10, 0.5
4, 11, 0.5
4, 12, 0.5
4, 13, 0.5
4, 14, 0.5
4, 15, 1
4, 16, 0.5
4, 17, 0.5
4, 18, 1
4, 19, 0.5
4, 20, 1
4, 21, 0.5
4, 22, 0.5
4, 23, 2
4, 24, 0.5
4, 25, 1
4, 26, 0.5
4, 27, 1
4, 28, 1
4, 29, 0.5
4, 30, 0.5
4, 31, 0.5
4, 32, 0.5
4, 33, 0.5
4, 34, 0.5
4, 35, 0.5
4, 36, 0.5
4, 37, 0.5
4, 38, 1
4, 39, 0.5
4, 40, 0.5
4, 41, 1
4, 42, 2
4, 43, 0.5
5, 0, 0.5
5, 1, 0.5
5, 2, 0.5
5, 3, 2
5, 4, 0.5
5, 5, 1
5, 6, 0.5
5, 7, 1
5, 8, 1
5, 9, 1
5, 10, 1
5, 11, 0.5
5, 12, 0.5
5, 13, 1
5, 14, 1
5, 15, 0.5
5, 16, 1
5, 17, 0.5
5, 18, 0.5
5, 19, 0.5
5, 20, 0.5
5, 21, 2
5, 22, 1
5, 23, 0.5
5, 24, 1
5, 25, 0.5
5, 26, 1
5, 27, 0.5
5, 28, 0.5
5, 29, 0.5
5, 30, 1
5, 31, 1
5, 32, 1
5, 33, 0.5
5, 34, 1
5, 35, 1
5, 36, 1
5, 37, 1
5, 38, 0.5
5, 39, 0.5
5, 40, 1
5, 41, 0.5
5, 42, 2
5, 43, 1
6, 0, 0.5
6, 1, 0.5
6, 2, 2
6, 3, 0.5
6, 4, 1
6, 5, 0.5
6, 6, 0.5
6, 7, 0.5
6, 8, 0.5
6, 9, 0.5
6, 10, 0.5
6, 11, 0.5
6, 12, 0.5
6, 13, 0.5
6, 14, 0.5
6, 15, 2
6, 16, 0.5
6, 17, 0.5
6, 18, 0.5
6, 19, 0.5
6, 20, 0.5
6, 21, 0.5
6, 22, 0.5
6, 23, 1
6, 24, 1
6, 25, 2
6, 26, 0.5
6, 27, 1
6, 28, 1
6, 29, 0.5
6, 30, 0.5
6, 31, 0.5
6, 32, 0.5
6, 33, 0.5
6, 34, 0.5
6, 35, 0.5
6, 36, 0.5
6, 37, 0.5
6, 38, 2
6, 39, 0.5
6, 40, 0.5
6, 41, 1
6, 42, 2
6, 43, 0.5
7, 0, 0.5
7, 1, 0.5
7, 2, 0.5
7, 3, 0.5
7, 4, 0.5
7, 5, 2
7, 6, 1
7, 7, 1
7, 8, 1
7, 9, 1
7, 10, 1
7, 11, 1
7, 12, 0.5
7, 13, 1
7, 14, 1
7, 15, 0.5
7, 16, 1
7, 17, 0.5
7, 18, 0.5
7, 19, 0.5
7, 20, 0.5
7, 21, 0.5
7, 22, 1
7, 23, 0.5
7, 24, 0.5
7, 25, 0.5
7, 26, 2
7, 27, 0.5
7, 28, 0.5
7, 29, 1
7, 30, 1
7, 31, 1
7, 32, 1
7, 33, 1
7, 34, 2
7, 35, 1
7, 36, 1
7, 37, 1
7, 38, 0.5
7, 39, 0.5
7, 40, 1
7, 41, 0.5
7, 42, 2
7, 43, 1
8, 0, 1
8, 1, 0.5
8, 2, 0.5
8, 3, 0.5
8, 4, 0.5
8, 5, 0.5
8, 6, 0.5
8, 7, 0.5
8, 8, 0.5
8, 9, 0.5
8, 10, 0.5
8, 11, 0.5
8, 12, 1
8, 13, 0.5
8, 14, 0.5
8, 15, 0.5
8, 16, 0.5
8, 17, 1
8, 18, 1
8, 19, 1
8, 20, 0.5
8, 21, 0.5
8, 22, 0.5
8, 23, 0.5
8, 24, 0.5
8, 25, 0.5
8, 26, 0.5
8, 27, 1
8, 28, 0.5
8, 29, 0.5
8, 30, 0.5
8, 31, 0.5
8, 32, 0.5
8, 33, 0.5
8, 34, 0.5
8, 35, 0.5
8, 36, 0.5
8, 37, 0.5
8, 38, 0.5
8, 39, 1
8, 40, 0.5
8, 41, 0.5
8, 42, 2
8, 43, 0.5
9, 0, 0.5
9, 1, 1
9, 2, 0.5
9, 3, 0.5
9, 4, 0.5
9, 5, 1
9, 6, 1
9, 7, 0.5
9, 8, 0.5
9, 9, 0.5
9, 10, 0.5
9, 11, 1
9, 12, 0.5
9, 13, 0.5
9, 14, 0.5
9, 15, 0.5
9, 16, 0.5
9, 17, 0.5
9, 18, 0.5
9, 19, 0.5
9, 20, 1
9, 21, 0.5
9, 22, 0.5
9, 23, 0.5
9, 24, 0.5
9, 25, 0.5
9, 26, 1
9, 27, 0.5
9, 28, 0.5
9, 29, 1
9, 30, 0.5
9, 31, 0.5
9, 32, 0.5
9, 33, 2
9, 34, 1
9, 35, 0.5
9, 36, 0.5
9, 37, 0.5
9, 38, 0.5
9, 39, 0.5
9, 40, 0.5
9, 41, 0.5
9, 42, 2
9, 43, 0.5
10, 0, 2
10, 1, 0.5
10, 2, 0.5
10, 3, 0.5
10, 4, 0.5
10, 5, 0.5
10, 6, 0.5
10, 7, 0.5
10, 8, 0.5
10, 9, 0.5
10, 10, 0.5
10, 11, 0.5
10, 12, 2
10, 13, 0.5
10, 14, 0.5
10, 15, 0.5
10, 16, 0.5
10, 17, 2
10, 18, 1
10, 19, 1
10, 20, 0.5
10, 21, 0.5
10, 22, 0.5
10, 23, 0.5
10, 24, 0.5
10, 25, 0.5
10, 26, 0.5
10, 27, 0.5
10, 28, 0.5
10, 29, 0.5
10, 30, 0.5
10, 31, 0.5
10, 32, 0.5
10, 33, 0.5
10, 34, 0.5
10, 35, 0.5
10, 36, 0.5
10, 37, 0.5
10, 38, 0.5
10, 39, 2
10, 40, 0.5
10, 41, 0.5
10, 42, 2
10, 43, 0.5
11, 0, 0.5
11, 1, 1
11, 2, 0.5
11, 3, 0.5
11, 4, 0.5
11, 5, 1
11, 6, 2
11, 7, 1
11, 8, 1
11, 9, 1
11, 10, 1
11, 11, 2
11, 12, 0.5
11, 13, 1
11, 14, 1
11, 15, 0.5
11, 16, 1
11, 17, 0.5
11, 18, 0.5
11, 19, 0.5
11, 20, 1
11, 21, 0.5
11, 22, 1
11, 23, 0.5
11, 24, 0.5
11, 25, 0.5
11, 26, 1
11, 27, 0.5
11, 28, 0.5
11, 29, 2
11, 30, 1
11, 31, 1
11, 32, 1
11, 33, 1
11, 34, 1
11, 35, 1
11, 36, 1
11, 37, 1
11, 38, 0.5
11, 39, 0.5
11, 40, 1
11, 41, 0.5
11, 42, 2
11, 43, 1
12, 0, 0.5
12, 1, 1
12, 2, 0.5
12, 3, 1
12, 4, 0.5
12, 5, 1
12, 6, 1
12, 7, 2
12, 8, 2
12, 9, 2
12, 10, 2
12, 11, 1
12, 12, 0.5
12, 13, 2
12, 14, 2
12, 15, 0.5
12, 16, 2
12, 17, 0.5
12, 18, 0.5
12, 19, 0.5
12, 20, 1
12, 21, 1
12, 22, 2
12, 23, 0.5
12, 24, 1
12, 25, 0.5
12, 26, 1
12, 27, 0.5
12, 28, 0.5
12, 29, 1
12, 30, 2
12, 31, 2
12, 32, 2
12, 33, 0.5
12, 34, 1
12, 35, 2
12, 36, 2
12, 37, 2
12, 38, 0.5
12, 39, 0.5
12, 40, 2
12, 41, 0.5
12, 42, 2
12, 43, 2
13, 0, 0.5
13, 1, 1
13, 2, 1
13, 3, 1
13, 4, 0.5
13, 5, 0.5
13, 6, 0.5
13, 7, 1
13, 8, 1
13, 9, 1
13, 10, 1
13, 11, 0.5
13, 12, 0.5
13, 13, 1
13, 14, 1
13, 15, 1
13, 16, 1
13, 17, 0.5
13, 18, 0.5
13, 19, 0.5
13, 20, 1
13, 21, 1
13, 22, 1
13, 23, 0.5
13, 24, 2
13, 25, 1
13, 26, 0.5
13, 27, 0.5
13, 28, 1
13, 29, 0.5
13, 30, 1
13, 31, 1
13, 32, 1
13, 33, 0.5
13, 34, 0.5
13, 35, 1
13, 36, 1
13, 37, 1
13, 38, 1
13, 39, 0.5
13, 40, 1
13, 41, 1
13, 42, 2
13, 43, 1
14, 0, 0.5
14, 1, 2
14, 2, 0.5
14, 3, 0.5
14, 4, 1
14, 5, 0.5
14, 6, 1
14, 7, 1
14, 8, 1
14, 9, 1
14, 10, 1
14, 11, 1
14, 12, 0.5
14, 13, 1
14, 14, 1
14, 15, 0.5
14, 16, 1
14, 17, 0.5
14, 18, 0.5
14, 19, 0.5
14, 20, 2
14, 21, 0.5
14, 22, 1
14, 23, 1
14, 24, 1
14, 25, 0.5
14, 26, 0.5
14, 27, 0.5
14, 28, 1
14, 29, 1
14, 30, 1
14, 31, 1
14, 32, 1
14, 33, 1
14, 34, 0.5
14, 35, 1
14, 36, 1
14, 37, 1
14, 38, 0.5
14, 39, 0.5
14, 40, 1
14, 41, 1
14, 42, 2
14, 43, 1

# D #
 
1464

# d_{g,r} #
 
0, 0, 0.0008042051
0, 1, 0.0007357006
0, 2, 0.0006997653
0, 3, 0.0007361314
0, 4, 0.0009991689
0, 5, 0.0007905419
0, 6, 0.0008233485
0, 7, 0.0007000328
0, 8, 0.0007015140
0, 9, 0.0008357957
0, 10, 0.0016834237
0, 11, 0.0012043304
0, 12, 0.0054600333
0, 13, 0.0012786647
0, 14, 0.0009899666
1, 0, 0.0000893561
1, 1, 0.0000817445
1, 2, 0.0000777517
1, 3, 0.0000817924
1, 4, 0.0001110188
1, 5, 0.0000878380
1, 6, 0.0000914832
1, 7, 0.0000777814
1, 8, 0.0000779460
1, 9, 0.0000928662
1, 10, 0.0001870471
1, 11, 0.0001338145
1, 12, 0.0006066704
1, 13, 0.0001420739
1, 14, 0.0001099963
2, 0, 0.0000893561
2, 1, 0.0000817445
2, 2, 0.0000777517
2, 3, 0.0000817924
2, 4, 0.0001110188
2, 5, 0.0000878380
2, 6, 0.0000914832
2, 7, 0.0000777814
2, 8, 0.0000779460
2, 9, 0.0000928662
2, 10, 0.0001870471
2, 11, 0.0001338145
2, 12, 0.0006066704
2, 13, 0.0001420739
2, 14, 0.0001099963
3, 0, 0.0000893561
3, 1, 0.0000817445
3, 2, 0.0000777517
3, 3, 0.0000817924
3, 4, 0.0001110188
3, 5, 0.0000878380
3, 6, 0.0000914832
3, 7, 0.0000777814
3, 8, 0.0000779460
3, 9, 0.0000928662
3, 10, 0.0001870471
3, 11, 0.0001338145
3, 12, 0.0006066704
3, 13, 0.0001420739
3, 14, 0.0001099963
4, 0, 0.0004765660
4, 1, 0.0004359707
4, 2, 0.0004146757
4, 3, 0.0004362260
4, 4, 0.0005921001
4, 5, 0.0004684693
4, 6, 0.0004879102
4, 7, 0.0004148343
4, 8, 0.0004157120
4, 9, 0.0004952863
4, 10, 0.0009975844
4, 11, 0.0007136773
4, 12, 0.0032355753
4, 13, 0.0007577273
4, 14, 0.0005866469
5, 0, 0.0000893561
5, 1, 0.0000817445
5, 2, 0.0000777517
5, 3, 0.0000817924
5, 4, 0.0001110188
5, 5, 0.0000878380
5, 6, 0.0000914832
5, 7, 0.0000777814
5, 8, 0.0000779460
5, 9, 0.0000928662
5, 10, 0.0001870471
5, 11, 0.0001338145
5, 12, 0.0006066704
5, 13, 0.0001420739
5, 14, 0.0001099963
6, 0, 0.0001489269
6, 1, 0.0001362409
6, 2, 0.0001295862
6, 3, 0.0001363206
6, 4, 0.0001850313
6, 5, 0.0001463966
6, 6, 0.0001524719
6, 7, 0.0001296357
6, 8, 0.0001299100
6, 9, 0.0001547770
6, 10, 0.0003117451
6, 11, 0.0002230242
6, 12, 0.0010111173
6, 13, 0.0002367898
6, 14, 0.0001833272
7, 0, 0.0000893561
7, 1, 0.0000817445
7, 2, 0.0000777517
7, 3, 0.0000817924
7, 4, 0.0001110188
7, 5, 0.0000878380
7, 6, 0.0000914832
7, 7, 0.0000777814
7, 8, 0.0000779460
7, 9, 0.0000928662
7, 10, 0.0001870471
7, 11, 0.0001338145
7, 12, 0.0006066704
7, 13, 0.0001420739
7, 14, 0.0001099963
8, 0, 0.0001489269
8, 1, 0.0001362409
8, 2, 0.0001295862
8, 3, 0.0001363206
8, 4, 0.0001850313
8, 5, 0.0001463966
8, 6, 0.0001524719
8, 7, 0.0001296357
8, 8, 0.0001299100
8, 9, 0.0001547770
8, 10, 0.0003117451
8, 11, 0.0002230242
8, 12, 0.0010111173
8, 13, 0.0002367898
8, 14, 0.0001833272
9, 0, 0.0001191415
9, 1, 0.0001089927
9, 2, 0.0001036689
9, 3, 0.0001090565
9, 4, 0.0001480250
9, 5, 0.0001171173
9, 6, 0.0001219776
9, 7, 0.0001037086
9, 8, 0.0001039280
9, 9, 0.0001238216
9, 10, 0.0002493961
9, 11, 0.0001784193
9, 12, 0.0008088938
9, 13, 0.0001894318
9, 14, 0.0001466617
10, 0, 0.0003276391
10, 1, 0.0002997299
10, 2, 0.0002850895
10, 3, 0.0002999054
10, 4, 0.0004070688
10, 5, 0.0003220726
10, 6, 0.0003354383
10, 7, 0.0002851986
10, 8, 0.0002858020
10, 9, 0.0003405094
10, 10, 0.0006858393
10, 11, 0.0004906531
10, 12, 0.0022244580
10, 13, 0.0005209375
10, 14, 0.0004033197
11, 0, 0.0000893561
11, 1, 0.0000817445
11, 2, 0.0000777517
11, 3, 0.0000817924
11, 4, 0.0001110188
11, 5, 0.0000878380
11, 6, 0.0000914832
11, 7, 0.0000777814
11, 8, 0.0000779460
11, 9, 0.0000928662
11, 10, 0.0001870471
11, 11, 0.0001338145
11, 12, 0.0006066704
11, 13, 0.0001420739
11, 14, 0.0001099963
12, 0, 0.0002680684
12, 1, 0.0002452335
12, 2, 0.0002332551
12, 3, 0.0002453771
12, 4, 0.0003330563
12, 5, 0.0002635140
12, 6, 0.0002744495
12, 7, 0.0002333443
12, 8, 0.0002338380
12, 9, 0.0002785986
12, 10, 0.0005611412
12, 11, 0.0004014435
12, 12, 0.0018200111
12, 13, 0.0004262216
12, 14, 0.0003299889
13, 0, 0.0001191415
13, 1, 0.0001089927
13, 2, 0.0001036689
13, 3, 0.0001090565
13, 4, 0.0001480250
13, 5, 0.0001171173
13, 6, 0.0001219776
13, 7, 0.0001037086
13, 8, 0.0001039280
13, 9, 0.0001238216
13, 10, 0.0002493961
13, 11, 0.0001784193
13, 12, 0.0008088938
13, 13, 0.0001894318
13, 14, 0.0001466617
14, 0, 0.0011318442
14, 1, 0.0010354305
14, 2, 0.0009848548
14, 3, 0.0010360367
14, 4, 0.0014062377
14, 5, 0.0011126145
14, 6, 0.0011587868
14, 7, 0.0009852314
14, 8, 0.0009873159
14, 9, 0.0011763051
14, 10, 0.0023692630
14, 11, 0.0016949836
14, 12, 0.0076844913
14, 13, 0.0017996022
14, 14, 0.0013932864
15, 0, 0.0004467806
15, 1, 0.0004087226
15, 2, 0.0003887585
15, 3, 0.0004089619
15, 4, 0.0005550938
15, 5, 0.0004391899
15, 6, 0.0004574158
15, 7, 0.0003889071
15, 8, 0.0003897300
15, 9, 0.0004643309
15, 10, 0.0009352354
15, 11, 0.0006690725
15, 12, 0.0030333518
15, 13, 0.0007103693
15, 14, 0.0005499815
16, 0, 0.0001489269
16, 1, 0.0001362409
16, 2, 0.0001295862
16, 3, 0.0001363206
16, 4, 0.0001850313
16, 5, 0.0001463966
16, 6, 0.0001524719
16, 7, 0.0001296357
16, 8, 0.0001299100
16, 9, 0.0001547770
16, 10, 0.0003117451
16, 11, 0.0002230242
16, 12, 0.0010111173
16, 13, 0.0002367898
16, 14, 0.0001833272
17, 0, 0.0000893561
17, 1, 0.0000817445
17, 2, 0.0000777517
17, 3, 0.0000817924
17, 4, 0.0001110188
17, 5, 0.0000878380
17, 6, 0.0000914832
17, 7, 0.0000777814
17, 8, 0.0000779460
17, 9, 0.0000928662
17, 10, 0.0001870471
17, 11, 0.0001338145
17, 12, 0.0006066704
17, 13, 0.0001420739
17, 14, 0.0001099963
18, 0, 0.0035742449
18, 1, 0.0032697805
18, 2, 0.0031100678
18, 3, 0.0032716950
18, 4, 0.0044407505
18, 5, 0.0035135195
18, 6, 0.0036593267
18, 7, 0.0031112571
18, 8, 0.0031178398
18, 9, 0.0037146475
18, 10, 0.0074818832
18, 11, 0.0053525797
18, 12, 0.0242668147
18, 13, 0.0056829544
18, 14, 0.0043998517
19, 0, 0.0001191415
19, 1, 0.0001089927
19, 2, 0.0001036689
19, 3, 0.0001090565
19, 4, 0.0001480250
19, 5, 0.0001171173
19, 6, 0.0001219776
19, 7, 0.0001037086
19, 8, 0.0001039280
19, 9, 0.0001238216
19, 10, 0.0002493961
19, 11, 0.0001784193
19, 12, 0.0008088938
19, 13, 0.0001894318
19, 14, 0.0001466617
20, 0, 0.0003574245
20, 1, 0.0003269781
20, 2, 0.0003110068
20, 3, 0.0003271695
20, 4, 0.0004440751
20, 5, 0.0003513519
20, 6, 0.0003659327
20, 7, 0.0003111257
20, 8, 0.0003117840
20, 9, 0.0003714648
20, 10, 0.0007481883
20, 11, 0.0005352580
20, 12, 0.0024266815
20, 13, 0.0005682954
20, 14, 0.0004399852
21, 0, 0.0125396426
21, 1, 0.0114714800
21, 2, 0.0109111545
21, 3, 0.0114781966
21, 4, 0.0155796332
21, 5, 0.0123265976
21, 6, 0.0128381378
21, 7, 0.0109153269
21, 8, 0.0109384214
21, 9, 0.0130322218
21, 10, 0.0262489403
21, 11, 0.0187786338
21, 12, 0.0851360749
21, 13, 0.0199376984
21, 14, 0.0154361462
22, 0, 0.0008042051
22, 1, 0.0007357006
22, 2, 0.0006997653
22, 3, 0.0007361314
22, 4, 0.0009991689
22, 5, 0.0007905419
22, 6, 0.0008233485
22, 7, 0.0007000328
22, 8, 0.0007015140
22, 9, 0.0008357957
22, 10, 0.0016834237
22, 11, 0.0012043304
22, 12, 0.0054600333
22, 13, 0.0012786647
22, 14, 0.0009899666
23, 0, 0.0000893561
23, 1, 0.0000817445
23, 2, 0.0000777517
